congress,party_code,nominate_dim1
65,200,0.562
65,200,0.342
65,200,0.552
65,100,-0.387
65,100,-0.188
65,200,0.338
65,200,0.639
65,100,-0.453
65,100,-0.216
65,200,0.453
65,200,0.291
65,200,0.432
65,100,-0.214
65,200,0.512
65,200,0.208
65,100,-0.181
65,200,0.422
65,100,-0.293
65,200,0.411
65,100,-0.262
65,200,0.486
65,200,0.547
65,200,0.391
65,100,-0.365
65,200,0.519
65,200,0.457
65,200,0.415
65,200,0.243
65,100,-0.236
65,100,-0.275
65,200,0.512
65,200,0.454
65,100,-0.559
65,200,0.269
65,200,0.445
65,200,0.534
65,200,0.335
65,100,-0.153
65,100,-0.391
65,100,-0.397
65,100,-0.418
65,100,-0.389
65,100,-0.416
65,100,-0.403
65,100,-0.36
65,100,-0.271
65,100,-0.473
65,200,0.338
65,200,0.317
65,200,0.334
65,200,0.397
65,100,-0.16
65,100,-0.164
65,100,-0.218
65,100,-0.208
65,200,0.36
65,100,-0.311
65,100,-0.139
65,200,0.295
65,200,0.481
65,100,-0.324
65,100,-0.712
65,200,0.361
65,200,0.312
65,200,0.453
65,100,-0.292
65,200,0.49
65,200,0.36
65,100,-0.253
65,100,-0.103
65,100,-0.231
65,200,0.382
65,100,-0.278
65,100,-0.147
65,100,-0.272
65,200,0.452
65,100,-0.301
65,100,-0.186
65,100,-0.169
65,100,-0.209
65,200,0.329
65,100,-0.116
65,200,0.394
65,200,0.405
65,200,0.338
65,100,-0.068
65,200,
65,100,-0.248
65,200,0.443
65,200,0.422
65,200,0.284
65,200,0.31
65,200,0.441
65,100,-0.359
65,200,0.479
65,200,0.283
65,200,0.363
65,200,0.369
65,200,0.507
65,200,0.401
65,200,0.414
65,200,0.396
65,200,0.435
65,100,-0.386
65,200,0.452
65,200,0.348
65,200,0.529
65,200,0.291
65,200,0.301
65,200,0.366
65,200,0.385
65,200,0.645
65,200,0.213
65,100,-0.37
65,100,-0.176
65,200,0.426
65,200,0.427
65,200,0.49
65,200,0.42
65,200,0.469
65,100,-0.043
65,200,0.331
65,100,-0.174
65,200,0.455
65,100,-0.467
65,100,-0.397
65,100,-0.44
65,100,-0.409
65,100,-0.397
65,100,-0.436
65,100,-0.447
65,200,0.344
65,100,-0.095
65,200,0.389
65,200,0.264
65,100,-0.358
65,100,-0.293
65,100,-0.465
65,100,-0.418
65,100,-0.435
65,100,-0.32
65,100,-0.271
65,200,0.4
65,100,-0.422
65,100,-0.345
65,100,-0.096
65,100,-0.481
65,100,-0.195
65,100,-0.582
65,100,-0.481
65,100,-0.471
65,100,-0.368
65,100,-0.424
65,100,-0.514
65,100,-0.203
65,100,-0.232
65,100,-0.391
65,100,-0.395
65,100,-0.398
65,100,-0.184
65,100,-0.525
65,100,-0.476
65,100,-0.189
65,100,-0.155
65,200,0.431
65,200,0.543
65,100,-0.172
65,100,-0.398
65,100,-0.42
65,100,-0.304
65,100,-0.262
65,100,-0.368
65,100,-0.44
65,100,-0.259
65,100,-0.339
65,200,0.325
65,100,-0.405
65,100,-0.302
65,100,-0.022
65,200,0.375
65,200,0.484
65,200,0.337
65,200,0.27
65,200,0.336
65,200,0.428
65,100,-0.216
65,100,-0.346
65,200,0.428
65,200,0.383
65,200,0.326
65,200,0.178
65,200,0.312
65,200,0.27
65,200,0.369
65,200,0.365
65,200,0.372
65,200,0.276
65,200,0.245
65,200,0.362
65,200,0.257
65,200,0.314
65,200,0.265
65,200,0.43
66,100,-0.279
66,100,-0.307
66,100,-0.543
66,100,-0.325
66,100,-0.411
66,100,-0.577
66,100,-0.451
66,100,-0.076
66,100,-0.439
66,100,-0.325
66,100,-0.31
66,100,-0.326
66,100,-0.221
66,100,-0.425
66,100,-0.374
66,100,-0.368
66,100,-0.371
66,100,-0.348
66,100,-0.248
66,100,-0.271
66,200,0.282
66,200,0.269
66,200,0.303
66,100,-0.09
66,200,0.387
66,100,-0.102
66,100,-0.081
66,200,0.185
66,200,0.337
66,100,-0.121
66,200,0.42
66,100,-0.119
66,200,0.436
66,200,0.415
66,200,0.389
66,200,0.368
66,100,-0.244
66,200,0.566
66,200,0.499
66,200,0.315
66,100,-0.352
66,100,-0.312
66,100,-0.346
66,100,-0.241
66,100,-0.438
66,100,-0.331
66,100,-0.353
66,100,-0.207
66,100,-0.296
66,100,-0.405
66,100,-0.335
66,100,-0.447
66,100,-0.249
66,100,-0.212
66,100,-0.459
66,100,-0.329
66,200,0.397
66,200,0.359
66,200,0.416
66,200,0.43
66,200,0.41
66,200,0.533
66,200,0.329
66,200,0.422
66,200,0.427
66,100,-0.279
66,200,0.548
66,200,0.472
66,200,0.464
66,200,0.321
66,200,0.472
66,200,0.384
66,200,0.307
66,100,-0.317
66,200,0.473
66,200,0.493
66,100,-0.264
66,100,-0.407
66,200,0.377
66,100,-0.469
66,200,0.425
66,200,0.387
66,200,0.384
66,200,0.417
66,200,0.41
66,200,0.406
66,200,0.43
66,200,0.321
66,200,0.531
66,200,0.451
66,200,0.401
66,200,0.603
66,200,0.44
66,200,0.535
66,200,0.466
66,200,0.463
66,200,0.468
66,200,0.577
66,200,0.371
66,200,0.485
66,200,0.329
66,200,0.414
66,200,0.444
66,200,0.379
66,200,0.266
66,200,0.424
66,200,0.435
66,200,0.399
66,200,0.46
66,200,0.506
66,100,-0.047
66,200,0.445
66,200,0.498
66,200,0.359
66,200,0.446
66,200,0.503
66,200,0.453
66,100,-0.375
66,100,-0.33
66,100,-0.255
66,100,-0.24
66,100,-0.38
66,200,0.383
66,200,0.304
66,200,0.294
66,100,-0.407
66,200,0.345
66,100,-0.233
66,100,-0.399
66,100,-0.383
66,100,-0.319
66,100,-0.301
66,100,-0.132
66,100,-0.285
66,100,-0.341
66,100,-0.388
66,100,-0.312
66,200,0.563
66,200,0.533
66,200,0.369
66,200,0.323
66,200,0.545
66,100,-0.235
66,100,-0.347
66,100,-0.32
66,200,0.281
66,200,0.284
66,200,0.376
66,100,-0.22
66,200,0.178
66,100,-0.223
66,200,0.662
66,200,0.44
66,200,0.553
66,200,0.472
66,100,-0.072
66,200,0.488
66,100,-0.202
66,200,0.482
66,100,-0.362
66,200,0.502
66,200,0.411
66,200,0.834
66,200,0.543
66,200,0.49
66,200,0.418
66,100,-0.294
66,200,0.46
66,200,0.444
66,200,0.251
66,200,0.356
66,200,0.367
66,200,0.429
66,200,0.232
66,200,0.31
66,200,0.264
66,200,0.378
66,200,0.352
66,200,0.388
66,200,0.306
66,200,0.391
66,200,0.415
66,200,0.412
66,200,0.321
66,200,0.364
66,100,-0.098
66,200,0.395
66,100,-0.466
66,100,-0.426
66,100,-0.366
66,100,-0.382
66,100,-0.354
66,100,-0.453
66,100,-0.558
66,100,-0.463
66,100,-0.257
66,100,-0.265
66,100,-0.383
66,100,-0.442
66,100,-0.262
66,200,0.307
66,200,0.367
66,100,-0.331
66,100,-0.2
66,200,0.432
66,100,-0.261
66,100,-0.227
66,200,0.274
66,200,0.36
66,100,-0.271
66,100,-0.203
66,100,-0.367
66,100,-0.15
66,200,0.463
66,200,0.434
66,200,0.504
66,200,0.461
66,200,0.365
66,200,0.403
66,200,0.383
66,100,0.006
66,200,0.472
66,200,0.557
66,200,0.663
66,200,0.355
66,200,0.438
66,100,-0.31
66,100,-0.262
66,200,0.493
66,200,0.45
66,100,-0.356
66,100,-0.31
66,200,0.46
66,200,0.563
66,200,0.326
66,100,-0.24
66,200,0.423
66,100,-0.298
66,100,-0.388
66,100,-0.398
66,200,0.391
66,100,-0.494
66,200,0.433
66,100,-0.287
66,100,-0.209
66,200,0.562
66,200,0.26
66,100,-0.328
66,100,-0.286
66,200,0.639
66,100,-0.453
66,200,0.291
66,200,0.432
66,200,0.361
66,200,0.493
66,200,0.512
66,100,-0.357
66,200,0.208
66,200,0.262
66,200,0.455
66,200,0.422
66,100,-0.293
66,100,-0.412
66,100,-0.446
66,200,0.411
66,100,-0.429
66,200,0.486
66,100,-0.297
66,200,0.079
66,200,0.547
66,200,0.547
66,100,-0.365
66,100,-0.425
66,200,0.519
66,200,0.457
66,200,0.415
66,200,0.243
66,100,-0.275
66,200,0.512
66,200,0.454
66,100,-0.559
66,200,0.119
66,200,0.534
66,100,-0.301
66,100,-0.153
66,100,-0.391
66,100,-0.02
66,100,-0.418
66,100,-0.389
66,100,-0.416
66,100,-0.403
66,100,-0.36
66,100,-0.271
66,100,-0.473
66,200,0.338
66,200,0.292
66,200,0.397
66,100,-0.16
66,100,-0.252
66,200,0.589
66,100,-0.218
66,200,0.433
66,200,0.36
66,100,-0.139
66,200,0.295
66,200,0.481
66,200,0.323
66,100,-0.324
66,200,0.453
66,200,0.49
66,200,0.36
66,100,-0.327
66,200,0.409
66,200,0.411
66,200,0.403
66,100,-0.103
66,200,0.387
66,200,0.379
66,100,-0.278
66,100,-0.272
66,100,-0.301
66,200,0.465
66,100,-0.186
66,100,-0.141
66,100,-0.169
66,100,-0.209
66,200,0.329
66,200,0.387
66,100,-0.116
66,200,0.394
66,200,0.405
66,200,0.338
66,200,0.414
66,200,0.037
66,200,0.443
66,100,-0.292
66,200,0.284
66,200,0.31
66,200,0.441
66,100,-0.359
66,200,0.479
66,200,0.283
66,200,0.363
66,200,0.369
66,200,0.507
66,200,0.401
66,200,0.29
66,200,0.372
66,200,0.214
66,200,0.375
66,200,0.396
66,200,0.435
66,100,-0.386
66,200,0.452
66,100,-0.37
66,200,0.529
66,200,0.291
66,200,0.301
66,200,0.349
66,200,0.56
66,200,0.385
66,200,0.452
66,100,-0.37
66,200,0.426
66,200,0.427
66,200,0.42
66,200,0.387
66,200,0.469
66,100,-0.216
66,100,-0.043
66,200,0.336
66,200,0.331
66,200,0.455
66,100,-0.467
66,100,-0.397
66,100,-0.44
66,100,-0.392
66,100,-0.409
66,100,-0.397
66,100,-0.436
66,100,-0.463
66,100,-0.447
66,200,0.463
66,100,-0.095
66,200,0.389
66,100,-0.358
66,100,-0.317
66,100,-0.293
66,100,-0.465
66,100,-0.435
66,100,-0.32
66,100,-0.271
66,200,0.4
66,100,-0.422
66,200,0.259
66,100,-0.298
66,100,-0.345
66,100,-0.096
66,100,-0.396
66,100,-0.255
66,100,-0.481
66,100,-0.195
66,100,-0.481
66,100,-0.471
66,100,-0.514
66,100,-0.223
66,100,-0.203
66,100,-0.073
66,100,-0.232
66,100,-0.163
66,100,-0.395
66,100,-0.184
66,100,-0.525
66,100,-0.476
66,100,-0.189
66,100,-0.155
66,200,0.431
66,200,0.543
66,100,-0.172
66,100,-0.154
66,100,-0.42
66,100,-0.262
66,100,-0.368
66,100,-0.289
66,100,-0.259
66,100,-0.239
66,100,-0.339
66,200,0.325
66,100,-0.405
66,100,-0.302
66,200,0.375
66,200,0.484
66,200,0.27
66,200,0.334
66,200,0.379
66,200,0.336
66,200,0.502
66,200,0.412
66,100,-0.346
66,200,0.428
66,200,0.383
66,200,0.326
66,200,0.312
66,200,0.365
66,200,0.372
66,200,0.203
66,200,0.276
66,200,0.403
66,200,0.362
66,200,0.347
66,200,0.265
66,200,0.43
67,100,-0.279
67,100,-0.307
67,100,-0.325
67,100,-0.076
67,100,-0.258
67,100,-0.439
67,100,-0.325
67,100,-0.31
67,100,-0.326
67,100,-0.328
67,100,-0.221
67,100,-0.211
67,100,-0.368
67,100,-0.371
67,100,-0.249
67,100,-0.204
67,100,-0.348
67,100,-0.248
67,100,-0.271
67,200,0.282
67,200,0.269
67,200,0.303
67,200,0.431
67,200,0.387
67,100,-0.081
67,200,0.305
67,200,0.492
67,200,0.185
67,200,0.152
67,200,0.337
67,100,-0.121
67,200,0.227
67,200,0.42
67,100,-0.119
67,200,0.436
67,200,0.415
67,200,0.322
67,200,0.389
67,200,0.368
67,200,0.566
67,200,0.499
67,200,0.315
67,100,-0.352
67,100,-0.312
67,100,-0.346
67,100,-0.241
67,100,-0.438
67,100,-0.331
67,100,-0.353
67,100,-0.207
67,100,-0.296
67,100,-0.405
67,100,-0.335
67,100,-0.447
67,100,-0.249
67,100,-0.212
67,100,-0.459
67,100,-0.329
67,200,0.397
67,200,0.359
67,200,0.416
67,200,0.43
67,200,0.41
67,200,0.533
67,200,0.329
67,200,0.422
67,200,0.427
67,200,0.421
67,200,0.145
67,200,0.548
67,200,
67,200,0.472
67,200,0.321
67,100,-0.374
67,200,0.472
67,200,0.384
67,200,0.307
67,200,0.473
67,200,0.336
67,200,0.642
67,100,-0.407
67,200,0.377
67,100,-0.469
67,200,0.415
67,200,0.542
67,200,0.387
67,200,0.384
67,200,0.41
67,200,0.406
67,200,0.43
67,200,0.321
67,200,0.531
67,200,0.451
67,200,0.401
67,200,0.603
67,200,0.44
67,200,0.535
67,200,0.466
67,200,0.463
67,200,0.468
67,200,0.577
67,200,0.371
67,200,0.514
67,200,0.485
67,200,0.329
67,200,0.414
67,200,0.444
67,200,0.379
67,200,0.266
67,200,0.324
67,200,0.435
67,200,0.399
67,200,0.46
67,200,0.506
67,200,0.482
67,200,0.445
67,200,0.498
67,200,0.359
67,200,0.446
67,200,0.503
67,200,0.453
67,100,-0.375
67,100,-0.33
67,100,-0.255
67,100,-0.258
67,100,-0.24
67,100,-0.38
67,200,0.383
67,200,0.304
67,200,0.294
67,100,-0.407
67,100,-0.233
67,100,-0.399
67,100,-0.383
67,100,-0.283
67,100,-0.301
67,100,-0.132
67,100,-0.285
67,100,-0.254
67,100,-0.312
67,200,0.461
67,200,0.533
67,200,0.524
67,200,0.369
67,200,0.323
67,200,0.368
67,100,-0.302
67,200,0.566
67,100,-0.32
67,200,0.281
67,200,0.284
67,200,0.393
67,200,0.376
67,200,0.455
67,100,-0.223
67,200,0.315
67,200,0.662
67,200,0.44
67,200,0.553
67,200,0.472
67,200,0.158
67,200,0.488
67,200,0.482
67,100,-0.362
67,200,0.502
67,200,0.411
67,200,0.991
67,200,0.834
67,200,0.543
67,200,0.277
67,200,0.423
67,200,0.49
67,200,0.46
67,200,
67,200,0.251
67,200,0.356
67,200,0.378
67,200,0.367
67,200,0.429
67,200,0.31
67,200,0.378
67,200,0.352
67,200,0.348
67,200,0.388
67,200,0.413
67,200,0.306
67,200,0.194
67,200,0.415
67,200,0.338
67,200,0.412
67,200,0.321
67,200,0.364
67,200,0.395
67,100,-0.426
67,100,-0.093
67,100,-0.366
67,100,-0.382
67,100,-0.159
67,100,-0.354
67,100,0.006
67,100,-0.453
67,200,0.42
67,200,0.307
67,200,0.437
67,200,0.408
67,100,-0.279
67,200,0.367
67,200,0.474
67,200,0.419
67,200,0.432
67,200,0.608
67,200,0.274
67,200,0.505
67,200,0.36
67,200,0.414
67,100,-0.367
67,200,0.392
67,200,0.206
67,200,0.463
67,200,0.434
67,200,0.504
67,200,0.288
67,200,0.461
67,200,0.365
67,200,0.403
67,200,0.383
67,200,0.24
67,200,0.348
67,200,0.472
67,200,0.557
67,200,0.663
67,200,0.551
67,200,0.355
67,200,0.493
67,200,0.45
67,100,-0.375
67,200,0.282
67,200,0.621
67,200,0.46
67,200,0.518
67,200,0.563
67,200,0.441
67,200,0.414
67,200,0.137
67,200,0.299
67,100,-0.388
67,200,0.305
67,200,0.565
67,100,-0.236
67,200,0.391
67,100,-0.494
67,200,0.433
67,200,0.562
67,200,0.342
67,200,0.26
67,200,0.639
67,100,-0.453
67,200,0.321
67,200,0.432
67,200,0.123
67,200,0.493
67,200,0.512
67,100,-0.424
67,200,0.217
67,200,0.278
67,200,0.227
67,200,0.455
67,200,0.422
67,100,-0.446
67,200,0.357
67,200,0.411
67,200,0.486
67,200,0.079
67,200,0.342
67,200,0.547
67,100,-0.365
67,200,0.038
67,200,0.003
67,200,0.457
67,200,0.243
67,200,0.512
67,200,0.454
67,100,-0.559
67,100,-0.356
67,200,0.119
67,200,0.534
67,100,-0.315
67,100,-0.301
67,100,-0.199
67,100,-0.153
67,100,-0.255
67,100,-0.418
67,100,-0.283
67,100,-0.389
67,100,-0.36
67,100,-0.311
67,100,-0.271
67,200,0.435
67,200,0.292
67,200,0.397
67,200,0.589
67,200,0.417
67,200,0.421
67,200,0.363
67,200,0.433
67,200,0.36
67,200,0.481
67,200,0.283
67,200,0.323
67,200,0.225
67,200,0.431
67,200,0.453
67,200,0.18
67,200,0.49
67,200,0.409
67,200,0.31
67,200,0.411
67,200,0.45
67,200,0.403
67,200,0.32
67,200,0.387
67,200,0.379
67,100,-0.272
67,200,0.452
67,200,0.395
67,200,0.239
67,100,-0.169
67,200,0.406
67,200,0.467
67,100,-0.149
67,200,0.394
67,200,0.405
67,200,0.338
67,200,0.477
67,200,0.414
67,200,0.037
67,200,0.443
67,200,0.446
67,200,0.279
67,200,0.384
67,200,0.31
67,200,0.441
67,200,0.479
67,200,0.363
67,200,0.357
67,200,0.507
67,200,0.401
67,200,0.372
67,200,0.214
67,200,0.375
67,200,0.396
67,200,0.476
67,200,0.453
67,200,0.435
67,200,0.452
67,200,0.348
67,200,0.291
67,200,0.301
67,200,0.349
67,200,0.56
67,200,0.385
67,200,0.426
67,200,0.427
67,200,0.42
67,200,0.387
67,200,0.469
67,200,0.393
67,100,-0.043
67,200,0.336
67,200,0.331
67,200,0.455
67,100,-0.467
67,100,-0.397
67,100,-0.089
67,100,-0.373
67,100,-0.259
67,100,-0.436
67,100,-0.463
67,200,0.463
67,200,0.389
67,200,0.47
67,200,0.264
67,100,-0.358
67,200,0.487
67,100,-0.317
67,100,-0.293
67,100,-0.465
67,100,-0.271
67,200,0.252
67,200,0.217
67,200,0.259
67,100,-0.083
67,100,-0.345
67,100,-0.096
67,100,-0.396
67,100,-0.255
67,100,-0.481
67,100,-0.195
67,100,-0.471
67,100,-0.368
67,100,-0.514
67,100,-0.223
67,100,-0.203
67,100,-0.073
67,100,-0.232
67,100,-0.163
67,100,-0.395
67,100,-0.237
67,100,-0.184
67,100,-0.44
67,200,0.223
67,200,0.448
67,200,0.506
67,200,0.431
67,200,0.543
67,100,-0.172
67,100,-0.824
67,100,-0.154
67,100,-0.42
67,100,-0.262
67,100,-0.404
67,100,-0.289
67,100,-0.259
67,100,-0.239
67,200,0.119
67,200,0.325
67,100,-0.621
67,100,-0.302
67,200,0.375
67,200,0.484
67,200,0.27
67,200,0.334
67,200,0.379
67,200,0.336
67,200,0.502
67,200,0.412
67,200,0.428
67,200,0.32
67,200,0.383
67,200,0.23
67,200,0.326
67,200,0.312
67,200,0.27
67,200,0.372
67,200,0.203
67,200,0.276
67,200,0.362
67,200,0.257
67,200,0.314
67,200,0.265
67,200,0.43
68,100,-0.231
68,100,-0.279
68,100,-0.307
68,100,-0.325
68,100,-0.265
68,100,-0.076
68,100,-0.258
68,100,-0.439
68,100,-0.325
68,100,-0.326
68,100,-0.328
68,100,-0.221
68,100,-0.211
68,100,-0.371
68,100,-0.249
68,100,-0.203
68,100,-0.29
68,100,
68,100,-0.248
68,100,-0.271
68,200,0.282
68,200,0.269
68,200,0.389
68,200,0.431
68,200,0.387
68,100,-0.081
68,200,0.305
68,200,0.492
68,200,0.152
68,100,-0.121
68,200,0.227
68,200,0.42
68,100,-0.119
68,200,0.436
68,200,0.415
68,200,0.322
68,200,0.389
68,200,0.566
68,100,-0.164
68,200,0.499
68,100,-0.73
68,100,-0.352
68,100,-0.312
68,100,-0.346
68,100,-0.241
68,100,-0.438
68,100,-0.331
68,100,-0.353
68,100,-0.207
68,100,-0.296
68,100,-0.405
68,100,-0.415
68,100,-0.447
68,100,-0.249
68,100,-0.212
68,100,-0.459
68,100,-0.329
68,200,0.397
68,200,0.359
68,100,-0.131
68,200,0.416
68,100,-0.242
68,200,0.533
68,200,0.422
68,100,-0.338
68,200,0.427
68,200,0.421
68,200,0.548
68,200,0.365
68,200,0.442
68,200,0.322
68,200,0.321
68,100,-0.374
68,200,0.472
68,100,-0.159
68,200,0.473
68,200,0.336
68,200,0.493
68,200,0.642
68,100,-0.264
68,100,-0.407
68,200,0.219
68,200,0.346
68,100,-0.469
68,200,0.542
68,200,0.384
68,200,0.41
68,100,-0.176
68,100,-0.04
68,200,0.531
68,200,0.451
68,100,-0.135
68,100,-0.182
68,200,0.401
68,200,0.535
68,200,0.466
68,200,0.463
68,200,0.468
68,100,-0.048
68,200,0.577
68,200,0.371
68,200,0.514
68,200,0.485
68,200,0.329
68,200,0.644
68,200,0.444
68,200,0.379
68,200,0.266
68,200,0.324
68,200,0.435
68,200,0.431
68,200,0.46
68,200,0.506
68,100,-0.047
68,200,0.335
68,200,0.498
68,200,0.359
68,200,0.417
68,200,0.446
68,200,0.503
68,200,0.453
68,100,-0.375
68,100,-0.33
68,100,-0.255
68,100,-0.258
68,100,-0.24
68,100,-0.38
68,200,0.383
68,100,-0.652
68,200,0.294
68,100,-0.407
68,200,0.39
68,100,-0.233
68,100,-0.234
68,100,-0.399
68,100,-0.383
68,100,-0.283
68,100,-0.301
68,100,-0.132
68,100,-0.285
68,100,-0.254
68,100,-0.381
68,100,-0.312
68,200,0.461
68,200,0.533
68,200,0.524
68,200,0.323
68,100,-0.325
68,100,-0.302
68,200,0.566
68,100,-0.32
68,200,0.281
68,100,-0.111
68,200,0.284
68,200,0.393
68,100,-0.393
68,200,0.376
68,200,0.455
68,100,-0.223
68,200,0.315
68,200,0.662
68,200,0.44
68,200,0.376
68,200,0.553
68,200,0.488
68,200,0.482
68,100,-0.362
68,200,0.502
68,200,0.411
68,200,0.991
68,200,0.543
68,100,-0.037
68,200,0.49
68,200,0.531
68,200,0.251
68,200,0.378
68,200,0.367
68,200,0.429
68,200,0.232
68,200,0.31
68,200,0.378
68,200,0.352
68,200,0.433
68,200,0.431
68,200,0.348
68,200,0.388
68,200,0.413
68,200,0.306
68,200,0.194
68,200,0.415
68,200,0.338
68,200,0.412
68,200,0.321
68,100,-0.127
68,100,-0.426
68,100,-0.093
68,100,-0.366
68,100,-0.725
68,100,-0.159
68,100,-0.354
68,100,0.006
68,100,-0.324
68,100,-0.175
68,100,-0.262
68,200,0.307
68,200,0.408
68,100,-0.08
68,100,-0.279
68,100,-0.656
68,100,-0.112
68,100,-0.2
68,200,0.378
68,100,-0.261
68,200,0.274
68,200,0.414
68,100,-0.271
68,100,-0.203
68,100,-0.146
68,100,-0.15
68,200,0.35
68,100,0
68,200,0.403
68,100,0.117
68,200,0.369
68,100,-0.074
68,200,0.426
68,100,0.039
68,100,-0.347
68,200,0.557
68,200,0.663
68,200,0.355
68,100,-0.199
68,100,-0.31
68,100,-0.393
68,200,0.45
68,100,-0.412
68,100,-0.31
68,100,-0.375
68,200,0.46
68,200,0.518
68,200,0.201
68,100,-0.117
68,200,0.429
68,100,-0.473
68,100,-0.468
68,100,-0.529
68,100,-0.388
68,100,-0.457
68,200,0.565
68,100,-0.398
68,100,-0.434
68,200,0.391
68,100,-0.494
68,200,0.433
68,100,-0.546
68,200,0.342
68,200,0.26
68,100,-0.328
68,100,-0.453
68,100,-0.193
68,100,-0.424
68,200,0.208
68,100,-0.514
68,200,0.455
68,200,0.422
68,100,-0.446
68,200,0.357
68,200,0.411
68,100,-0.429
68,100,-0.466
68,100,-0.481
68,200,0.486
68,200,0.079
68,100,-0.489
68,100,-0.465
68,200,0.547
68,100,-0.365
68,200,0.457
68,200,0.512
68,200,0.454
68,200,0.501
68,100,-0.248
68,100,-0.559
68,200,0.474
68,200,0.558
68,200,0.549
68,200,0.534
68,100,-0.421
68,100,-0.315
68,100,-0.199
68,100,-0.153
68,100,-0.255
68,100,-0.184
68,100,-0.418
68,100,-0.283
68,100,-0.389
68,100,-0.36
68,100,-0.311
68,100,-0.271
68,200,0.435
68,200,0.405
68,200,0.292
68,200,0.397
68,200,0.589
68,200,0.501
68,200,0.417
68,200,0.421
68,200,0.433
68,200,0.36
68,100,-0.311
68,100,-0.139
68,200,0.283
68,200,0.323
68,200,0.453
68,200,0.49
68,100,-0.243
68,100,-0.327
68,200,0.409
68,200,0.31
68,200,0.411
68,100,-0.103
68,200,0.32
68,200,0.387
68,200,0.379
68,100,-0.147
68,100,-0.272
68,200,0.377
68,100,-0.186
68,100,-0.141
68,100,-0.169
68,100,-0.209
68,100,-0.149
68,100,-0.16
68,200,0.394
68,200,0.338
68,100,-0.247
68,200,0.492
68,200,0.477
68,200,0.31
68,200,0.443
68,200,0.25
68,100,-0.292
68,200,0.279
68,100,-0.21
68,100,-0.243
68,200,0.441
68,200,0.479
68,100,-0.212
68,200,0.507
68,200,0.401
68,200,0.214
68,200,0.375
68,100,-0.451
68,200,0.396
68,200,0.444
68,200,0.542
68,200,0.452
68,200,0.291
68,200,0.607
68,200,0.301
68,200,0.349
68,200,0.452
68,100,-0.119
68,200,0.426
68,200,0.479
68,200,0.427
68,200,0.42
68,200,0.522
68,200,0.469
68,200,0.432
68,200,0.507
68,200,0.393
68,200,0.604
68,200,0.336
68,100,-0.277
68,100,-0.467
68,100,-0.397
68,100,-0.089
68,100,-0.2
68,100,-0.373
68,100,-0.259
68,100,-0.436
68,200,0.463
68,200,0.389
68,200,0.47
68,100,-0.276
68,100,-0.358
68,100,-0.317
68,100,-0.293
68,100,-0.465
68,100,-0.435
68,100,-0.243
68,200,0.252
68,100,-0.322
68,200,0.259
68,100,-0.345
68,100,-0.096
68,100,-0.396
68,100,-0.255
68,100,-0.481
68,100,-0.195
68,100,-0.471
68,100,-0.368
68,100,-0.223
68,100,-0.187
68,100,-0.203
68,100,-0.073
68,100,-0.232
68,100,-0.395
68,100,-0.237
68,100,-0.184
68,100,-0.44
68,200,0.223
68,200,0.448
68,200,0.506
68,200,0.431
68,200,0.5
68,200,0.255
68,100,-0.172
68,100,-0.824
68,100,-0.154
68,100,-0.262
68,100,-0.404
68,100,-0.259
68,100,-0.239
68,100,-0.42
68,100,-0.621
68,100,-0.145
68,200,0.375
68,100,-0.077
68,200,0.484
68,200,0.27
68,200,0.334
68,200,0.379
68,100,-0.03
68,100,-0.213
68,100,-0.047
68,200,0.428
68,200,0.32
68,100,-0.073
68,200,0.23
68,200,0.326
68,200,0.27
68,200,0.372
68,200,0.276
68,200,0.257
68,200,0.204
68,200,0.294
68,200,0.116
68,200,0.265
68,200,0.364
69,100,-0.231
69,100,-0.279
69,100,-0.307
69,100,-0.325
69,100,-0.265
69,100,-0.076
69,100,-0.258
69,100,-0.439
69,100,-0.325
69,100,-0.326
69,100,-0.221
69,100,-0.211
69,100,-0.371
69,100,-0.249
69,100,-0.203
69,100,-0.29
69,100,-0.248
69,100,-0.271
69,200,0.282
69,200,0.163
69,200,0.269
69,200,0.144
69,200,
69,200,0.389
69,200,0.431
69,200,0.168
69,100,-0.081
69,200,0.305
69,100,-0.121
69,200,0.227
69,200,-0.174
69,200,0.42
69,100,-0.119
69,200,0.436
69,200,0.415
69,200,0.322
69,200,0.389
69,200,0.368
69,200,0.566
69,200,0.499
69,200,0.471
69,100,-0.312
69,100,-0.223
69,100,-0.346
69,100,-0.241
69,100,-0.438
69,100,-0.331
69,100,-0.03
69,100,-0.353
69,100,-0.509
69,100,-0.207
69,100,-0.296
69,100,-0.405
69,100,-0.191
69,100,-0.249
69,100,-0.212
69,100,-0.329
69,200,0.397
69,200,0.359
69,200,0.316
69,200,0.429
69,100,-0.131
69,200,0.416
69,200,0.533
69,200,0.422
69,100,-0.338
69,200,0.427
69,200,0.421
69,200,0.145
69,200,0.365
69,200,0.442
69,200,0.322
69,200,0.153
69,200,0.321
69,200,0.321
69,100,-0.374
69,200,0.472
69,200,0.336
69,100,-0.264
69,200,0.219
69,200,0.346
69,100,-0.469
69,200,0.542
69,200,0.387
69,200,0.384
69,200,0.41
69,100,-0.176
69,200,0.531
69,100,-0.135
69,100,-0.182
69,200,0.426
69,200,0.401
69,200,0.381
69,200,0.323
69,200,0.466
69,200,0.352
69,200,0.402
69,200,0.468
69,200,0.577
69,200,0.371
69,200,0.514
69,200,0.485
69,200,0.329
69,200,0.444
69,200,0.379
